file,function,loc,log,check,variable
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.7.1/libltdl/lt_dlloader.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_93_collectd-5.7.1.cpp,6,"fprintf (stderr, ""(empty)"")","[""slist_tail_arg""]",[null]
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.7.1/libltdl/lt_dlloader.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_93_collectd-5.7.1.cpp,11,"fprintf (stderr, ""%s"", (head && head->name) ? head->name : ""(null)"")","[""slist_tail_arg""]","[null, ""lt_dlvtable"", ""lt_dlvtable"", null, ""lt_dlvtable"", null]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.7.1/libltdl/lt_dlloader.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_93_collectd-5.7.1.cpp,15,"fprintf (stderr, ""\n"")","[""slist_tail_arg""]",[null]
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.7.1/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_208_collectd-5.7.1.cpp,7,"fprintf(stderr, ""ERROR: Failed to allocate memory.\n"")","[""realloc_ret"", null]",[null]
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.7.1/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_209_collectd-5.7.1.cpp,14,"fprintf(stderr, ""ERROR: Failed to get local hostname: %s"",
              strerror(errno))","[""gethostname_ret""]","[""strerror_ret"", null]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.7.1/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_209_collectd-5.7.1.cpp,29,"fprintf(stderr, ""ERROR: Failed to parse identifier ``%s'': %s.\n"",
            ident_str, lcc_strerror(c))","[""lcc_string_to_identifier_ret""]","[""lcc_strerror_ret"", null, null]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.7.1/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_210_collectd-5.7.1.cpp,12,"fprintf(stderr, ""ERROR: getval: Missing identifier.\n"")","[""int""]",[null]
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.7.1/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_210_collectd-5.7.1.cpp,36,"fprintf(stderr, ""ERROR: %s\n"", lcc_strerror(c))","[""lcc_getval_ret""]","[""lcc_strerror_ret"", null]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.7.1/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_210_collectd-5.7.1.cpp,41,"printf(""%s=%e\n"", ret_values_names[i], ret_values[i])","[""lcc_getval_ret""]","[""lcc_getval_arg_ret"", ""size_t"", ""lcc_getval_arg_ret"", ""size_t""]"
/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/repos/collectd-5.7.1/src/collectdctl.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/collectd/gumtree/collectd_repos_function_211_collectd-5.7.1.cpp,31,"fprintf(stderr, ""ERROR: flush: Invalid option ``%s''.\n"", argv[i])","[""strchr_ret""]","[null, ""char"", ""int""]"
